,student_id,credits,study_time,program_grade,subject
3106,14856,0,235,89,美术
3107,14856,0,137,61,体育
3108,14800,3,138,53,语文
3109,14800,3,92,63,数学
3110,14800,2,237,87,英语
3111,14800,2,160,94,物理
3112,14800,2,230,89,化学
3113,14800,2,134,84,生物
3114,14800,0,163,60,政治
3115,14800,2,80,65,历史
3116,14800,2,207,83,地理
3117,14800,0,211,90,音乐
3118,14800,0,81,77,美术
3119,14800,0,225,75,体育
3120,14801,3,178,59,语文
3121,14801,3,217,51,数学
3122,14801,2,97,79,英语
3123,14801,2,172,50,物理
3124,14801,2,64,94,化学
3125,14801,2,220,72,生物
3126,14801,0,182,66,政治
3127,14801,2,105,50,历史
3128,14801,2,162,77,地理
3129,14801,0,155,64,音乐
3130,14801,0,214,76,美术
3131,14801,0,227,66,体育
3132,14802,3,126,51,语文
3133,14802,3,62,68,数学
3134,14802,2,125,79,英语
3135,14802,2,130,62,物理
3136,14802,2,214,65,化学
3137,14802,2,141,65,生物
3138,14802,0,71,82,政治
3139,14802,2,99,53,历史
3140,14802,2,136,62,地理
3141,14802,0,107,55,音乐
3142,14802,0,117,89,美术
3143,14802,0,84,87,体育
3144,14803,3,146,73,语文
3145,14803,3,229,86,数学
3146,14803,2,232,91,英语
3147,14803,2,141,98,物理
3148,14803,2,221,73,化学
3149,14803,2,118,69,生物
3150,14803,0,103,97,政治
3151,14803,2,201,60,历史
3152,14803,2,182,93,地理
3153,14803,0,189,71,音乐
3154,14803,0,153,66,美术
3155,14803,0,101,95,体育
3156,14804,3,100,84,语文
3157,14804,3,101,99,数学
3158,14804,2,207,77,英语
3159,14804,2,182,66,物理
3160,14804,2,163,74,化学
3161,14804,2,138,88,生物
3162,14804,0,196,96,政治
3163,14804,2,140,97,历史
3164,14804,2,166,81,地理
3165,14804,0,219,75,音乐
3166,14804,0,142,56,美术
3167,14804,0,234,71,体育
3168,14805,3,107,99,语文
3169,14805,3,197,60,数学
3170,14805,2,204,63,英语
3171,14805,2,217,70,物理
3172,14805,2,131,62,化学
3173,14805,2,224,53,生物
3174,14805,0,163,67,政治
3175,14805,2,206,97,历史
3176,14805,2,62,96,地理
3177,14805,0,61,67,音乐
3178,14805,0,70,71,美术
3179,14805,0,160,80,体育
3180,14806,3,153,56,语文
3181,14806,3,226,64,数学
3182,14806,2,64,86,英语
3183,14806,2,78,85,物理
3184,14806,2,169,52,化学
3185,14806,2,120,75,生物
3186,14806,0,156,58,政治
3187,14806,2,61,75,历史
3188,14806,2,146,80,地理
3189,14806,0,89,77,音乐
3190,14806,0,184,56,美术
3191,14806,0,197,81,体育
3192,14807,3,238,73,语文
3193,14807,3,169,91,数学
3194,14807,2,163,54,英语
3195,14807,2,172,89,物理
3196,14807,2,154,53,化学
3197,14807,2,143,81,生物
3198,14807,0,125,51,政治
3199,14807,2,102,56,历史
3200,14807,2,184,66,地理
3201,14807,0,74,86,音乐
3202,14807,0,233,95,美术
3203,14807,0,91,70,体育
3204,14808,3,202,83,语文
3205,14808,3,94,55,数学
3206,14808,2,211,72,英语
3207,14808,2,136,91,物理
3208,14808,2,217,63,化学
3209,14808,2,236,77,生物
3210,14808,0,192,86,政治
3211,14808,2,204,92,历史
3212,14808,2,88,50,地理
3213,14808,0,135,85,音乐
3214,14808,0,63,82,美术
3215,14808,0,141,58,体育
3216,14809,3,83,51,语文
3217,14809,3,239,56,数学
3218,14809,2,107,85,英语
3219,14809,2,105,69,物理
3220,14809,2,162,96,化学
3221,14809,2,182,98,生物
3222,14809,0,197,53,政治
3223,14809,2,223,90,历史
3224,14809,2,203,59,地理
3225,14809,0,87,83,音乐
3226,14809,0,114,95,美术
3227,14809,0,123,73,体育
3228,14810,3,151,74,语文
3229,14810,3,84,55,数学
3230,14810,2,233,77,英语
3231,14810,2,223,73,物理
3232,14810,2,190,50,化学
3233,14810,2,222,64,生物
3234,14810,0,183,93,政治
3235,14810,2,75,55,历史
3236,14810,2,208,55,地理
3237,14810,0,97,90,音乐
3238,14810,0,183,97,美术
3239,14810,0,105,73,体育
3240,14811,3,231,78,语文
3241,14811,3,211,82,数学
3242,14811,2,149,60,英语
3243,14811,2,155,51,物理
3244,14811,2,142,95,化学
3245,14811,2,60,68,生物
3246,14811,0,209,83,政治
3247,14811,2,180,72,历史
3248,14811,2,208,65,地理
3249,14811,0,162,88,音乐
3250,14811,0,80,80,美术
3251,14811,0,193,51,体育
3252,14812,3,231,90,语文
3253,14812,3,232,72,数学
3254,14812,2,170,63,英语
3255,14812,2,160,84,物理
3256,14812,2,205,98,化学
3257,14812,2,199,70,生物
3258,14812,0,102,86,政治
3259,14812,2,184,99,历史
3260,14812,2,237,82,地理
3261,14812,0,116,61,音乐
3262,14812,0,239,84,美术
3263,14812,0,207,71,体育
3264,14813,3,216,83,语文
3265,14813,3,132,76,数学
3266,14813,2,124,76,英语
3267,14813,2,100,96,物理
3268,14813,2,163,73,化学
3269,14813,2,191,63,生物
3270,14813,0,88,59,政治
3271,14813,2,183,82,历史
3272,14813,2,83,50,地理
3273,14813,0,146,69,音乐
3274,14813,0,122,64,美术
3275,14813,0,211,74,体育
3276,14814,3,95,86,语文
3277,14814,3,180,98,数学
3278,14814,2,158,64,英语
3279,14814,2,135,97,物理
3280,14814,2,83,92,化学
3281,14814,2,69,99,生物
3282,14814,0,89,57,政治
3283,14814,2,210,75,历史
3284,14814,2,102,95,地理
3285,14814,0,101,90,音乐
3286,14814,0,223,97,美术
3287,14814,0,219,83,体育
3288,14815,3,186,83,语文
3289,14815,3,109,99,数学
3290,14815,2,160,55,英语
3291,14815,2,236,62,物理
3292,14815,2,122,76,化学
3293,14815,2,193,67,生物
3294,14815,0,117,56,政治
3295,14815,2,214,94,历史
3296,14815,2,227,94,地理
3297,14815,0,188,64,音乐
3298,14815,0,197,64,美术
3299,14815,0,180,59,体育
3300,14816,3,160,76,语文
3301,14816,3,202,83,数学
3302,14816,2,165,93,英语
3303,14816,2,170,64,物理
3304,14816,2,131,79,化学
3305,14816,2,83,76,生物
3306,14816,0,167,95,政治
3307,14816,2,237,96,历史
3308,14816,2,152,51,地理
3309,14816,0,116,98,音乐
3310,14816,0,64,94,美术
3311,14816,0,209,58,体育
3312,14817,3,78,69,语文
3313,14817,3,224,72,数学
3314,14817,2,206,66,英语
3315,14817,2,195,53,物理
3316,14817,2,143,87,化学
3317,14817,2,222,62,生物
3318,14817,0,130,94,政治
3319,14817,2,224,52,历史
3320,14817,2,66,83,地理
3321,14817,0,180,96,音乐
3322,14817,0,176,58,美术
3323,14817,0,62,70,体育
3324,14876,3,216,75,语文
3325,14876,3,68,53,数学
3326,14876,2,146,82,英语
3327,14876,2,87,87,物理
3328,14876,2,227,76,化学
3329,14876,2,237,74,生物
3330,14876,0,131,90,政治
3331,14876,2,213,90,历史
3332,14876,2,161,66,地理
3333,14876,0,215,81,音乐
3334,14876,0,196,60,美术
3335,14876,0,156,91,体育
3336,14818,3,94,54,语文
3337,14818,3,160,64,数学
3338,14818,2,159,96,英语
3339,14818,2,110,72,物理
3340,14818,2,230,55,化学
3341,14818,2,164,73,生物
3342,14818,0,133,77,政治
3343,14818,2,93,62,历史
3344,14818,2,155,90,地理
3345,14818,0,223,56,音乐
3346,14818,0,237,89,美术
3347,14818,0,229,91,体育
3348,14819,3,238,80,语文
3349,14819,3,165,78,数学
3350,14819,2,210,95,英语
3351,14819,2,115,63,物理
3352,14819,2,215,76,化学
3353,14819,2,89,74,生物
3354,14819,0,234,89,政治
3355,14819,2,125,68,历史
3356,14819,2,132,93,地理
3357,14819,0,154,75,音乐
3358,14819,0,147,82,美术
3359,14819,0,168,95,体育
3360,14820,3,146,64,语文
3361,14820,3,148,68,数学
3362,14820,2,201,59,英语
3363,14820,2,76,82,物理
3364,14820,2,192,52,化学
3365,14820,2,157,87,生物
3366,14820,0,170,87,政治
3367,14820,2,120,97,历史
3368,14820,2,121,71,地理
3369,14820,0,77,68,音乐
3370,14820,0,158,50,美术
3371,14820,0,102,86,体育
3372,14821,3,86,92,语文
3373,14821,3,221,89,数学
3374,14821,2,159,94,英语
3375,14821,2,217,87,物理
3376,14821,2,148,85,化学
3377,14821,2,127,83,生物
3378,14821,0,219,88,政治
3379,14821,2,238,73,历史
3380,14821,2,145,69,地理
3381,14821,0,125,64,音乐
3382,14821,0,129,53,美术
3383,14821,0,109,76,体育
3384,14822,3,113,87,语文
3385,14822,3,100,54,数学
3386,14822,2,85,93,英语
3387,14822,2,218,60,物理
3388,14822,2,67,72,化学
3389,14822,2,106,53,生物
3390,14822,0,115,76,政治
3391,14822,2,195,62,历史
3392,14822,2,183,75,地理
3393,14822,0,103,84,音乐
3394,14822,0,194,84,美术
3395,14822,0,162,67,体育
3396,14823,3,238,98,语文
3397,14823,3,133,50,数学
3398,14823,2,104,74,英语
3399,14823,2,189,60,物理
3400,14823,2,92,70,化学
3401,14823,2,166,69,生物
3402,14823,0,203,92,政治
3403,14823,2,100,78,历史
3404,14823,2,68,80,地理
3405,14823,0,107,56,音乐
3406,14823,0,187,99,美术
3407,14823,0,151,53,体育
3408,14825,3,85,78,语文
3409,14825,3,201,65,数学
3410,14825,2,90,61,英语
3411,14825,2,200,91,物理
3412,14825,2,197,84,化学
3413,14825,2,86,61,生物
3414,14825,0,125,80,政治
3415,14825,2,129,80,历史
3416,14825,2,115,94,地理
3417,14825,0,211,63,音乐
3418,14825,0,96,85,美术
3419,14825,0,171,95,体育
3420,14826,3,81,88,语文
3421,14826,3,170,63,数学
3422,14826,2,173,61,英语
3423,14826,2,200,64,物理
3424,14826,2,219,75,化学
3425,14826,2,232,76,生物
3426,14826,0,71,68,政治
3427,14826,2,86,99,历史
3428,14826,2,211,61,地理
3429,14826,0,145,73,音乐
3430,14826,0,190,67,美术
3431,14826,0,85,84,体育
3432,14827,3,87,73,语文
3433,14827,3,121,68,数学
3434,14827,2,72,92,英语
3435,14827,2,193,51,物理
3436,14827,2,206,50,化学
3437,14827,2,207,87,生物
3438,14827,0,85,71,政治
3439,14827,2,133,65,历史
3440,14827,2,198,66,地理
3441,14827,0,62,62,音乐
3442,14827,0,182,69,美术
3443,14827,0,103,64,体育
3444,14828,3,94,81,语文
3445,14828,3,235,78,数学
3446,14828,2,111,98,英语
3447,14828,2,141,81,物理
3448,14828,2,137,77,化学
3449,14828,2,182,64,生物
3450,14828,0,110,74,政治
3451,14828,2,148,64,历史
3452,14828,2,108,95,地理
3453,14828,0,168,50,音乐
3454,14828,0,121,76,美术
3455,14828,0,131,76,体育
3456,14829,3,215,70,语文
3457,14829,3,214,90,数学
3458,14829,2,178,50,英语
3459,14829,2,234,59,物理
3460,14829,2,179,92,化学
3461,14829,2,236,93,生物
3462,14829,0,136,97,政治
3463,14829,2,107,64,历史
3464,14829,2,68,79,地理
3465,14829,0,164,57,音乐
3466,14829,0,221,90,美术
3467,14829,0,234,94,体育
3468,14830,3,234,58,语文
3469,14830,3,104,79,数学
3470,14830,2,183,51,英语
3471,14830,2,74,58,物理
3472,14830,2,134,82,化学
3473,14830,2,127,68,生物
3474,14830,0,126,88,政治
3475,14830,2,127,99,历史
3476,14830,2,138,62,地理
3477,14830,0,134,95,音乐
3478,14830,0,146,60,美术
3479,14830,0,136,60,体育
3480,14831,3,70,55,语文
3481,14831,3,68,53,数学
3482,14831,2,167,57,英语
3483,14831,2,148,97,物理
3484,14831,2,190,75,化学
3485,14831,2,100,72,生物
3486,14831,0,79,75,政治
3487,14831,2,149,82,历史
3488,14831,2,172,89,地理
3489,14831,0,73,65,音乐
3490,14831,0,210,52,美术
3491,14831,0,193,52,体育
3492,14832,3,117,99,语文
3493,14832,3,222,90,数学
3494,14832,2,105,61,英语
3495,14832,2,165,74,物理
3496,14832,2,136,87,化学
3497,14832,2,118,53,生物
3498,14832,0,126,75,政治
3499,14832,2,185,80,历史
3500,14832,2,65,81,地理
3501,14832,0,159,94,音乐
3502,14832,0,109,66,美术
3503,14832,0,223,69,体育
3504,14833,3,105,62,语文
3505,14833,3,60,97,数学
3506,14833,2,99,97,英语
3507,14833,2,140,73,物理
3508,14833,2,228,96,化学
3509,14833,2,135,57,生物
3510,14833,0,114,71,政治
3511,14833,2,68,84,历史
3512,14833,2,131,59,地理
3513,14833,0,226,75,音乐
3514,14833,0,218,93,美术
3515,14833,0,159,99,体育
3516,14834,3,229,60,语文
3517,14834,3,165,75,数学
3518,14834,2,132,64,英语
3519,14834,2,165,88,物理
3520,14834,2,60,95,化学
3521,14834,2,166,54,生物
3522,14834,0,137,50,政治
3523,14834,2,64,52,历史
3524,14834,2,71,69,地理
3525,14834,0,74,79,音乐
3526,14834,0,233,84,美术
3527,14834,0,96,88,体育
3528,14835,3,146,91,语文
3529,14835,3,197,80,数学
3530,14835,2,98,81,英语
3531,14835,2,87,50,物理
3532,14835,2,228,94,化学
3533,14835,2,62,57,生物
3534,14835,0,212,72,政治
3535,14835,2,212,57,历史
3536,14835,2,192,82,地理
3537,14835,0,136,67,音乐
3538,14835,0,100,57,美术
3539,14835,0,151,80,体育
3540,14836,3,62,75,语文
3541,14836,3,70,84,数学
3542,14836,2,203,58,英语
3543,14836,2,121,91,物理
3544,14836,2,122,92,化学
3545,14836,2,160,72,生物
3546,14836,0,191,99,政治
3547,14836,2,159,75,历史
3548,14836,2,159,72,地理
3549,14836,0,214,55,音乐
3550,14836,0,75,58,美术
3551,14836,0,184,80,体育
3552,14837,3,132,65,语文
3553,14837,3,176,98,数学
3554,14837,2,196,67,英语
3555,14837,2,102,75,物理
3556,14837,2,222,75,化学
3557,14837,2,61,77,生物
3558,14837,0,61,91,政治
3559,14837,2,89,99,历史
3560,14837,2,213,71,地理
3561,14837,0,174,98,音乐
3562,14837,0,187,89,美术
3563,14837,0,97,54,体育
3564,14838,3,108,59,语文
3565,14838,3,173,51,数学
3566,14838,2,140,56,英语
3567,14838,2,109,63,物理
3568,14838,2,194,73,化学
3569,14838,2,87,57,生物
3570,14838,0,188,64,政治
3571,14838,2,157,74,历史
3572,14838,2,60,74,地理
3573,14838,0,218,71,音乐
3574,14838,0,130,75,美术
3575,14838,0,90,83,体育
3576,14839,3,239,66,语文
3577,14839,3,187,68,数学
3578,14839,2,212,88,英语
3579,14839,2,171,53,物理
3580,14839,2,106,70,化学
3581,14839,2,119,50,生物
3582,14839,0,210,90,政治
3583,14839,2,96,66,历史
3584,14839,2,192,80,地理
3585,14839,0,137,59,音乐
3586,14839,0,104,72,美术
3587,14839,0,77,59,体育
3588,14840,3,96,80,语文
3589,14840,3,96,56,数学
3590,14840,2,154,98,英语
3591,14840,2,67,77,物理
3592,14840,2,96,73,化学
3593,14840,2,73,86,生物
3594,14840,0,165,99,政治
3595,14840,2,174,75,历史
3596,14840,2,96,89,地理
3597,14840,0,153,75,音乐
3598,14840,0,147,65,美术
3599,14840,0,216,56,体育
3600,14841,3,131,88,语文
3601,14841,3,86,74,数学
3602,14841,2,210,80,英语
3603,14841,2,69,85,物理
3604,14841,2,181,95,化学
3605,14841,2,183,70,生物
3606,14841,0,158,72,政治
3607,14841,2,120,98,历史
3608,14841,2,214,91,地理
3609,14841,0,231,75,音乐
3610,14841,0,209,56,美术
3611,14841,0,71,53,体育
3612,14842,3,104,51,语文
3613,14842,3,110,67,数学
3614,14842,2,208,61,英语
3615,14842,2,165,60,物理
3616,14842,2,176,61,化学
3617,14842,2,188,64,生物
3618,14842,0,156,68,政治
3619,14842,2,119,50,历史
3620,14842,2,106,72,地理
3621,14842,0,173,50,音乐
3622,14842,0,102,81,美术
3623,14842,0,93,83,体育
3624,14843,3,233,99,语文
3625,14843,3,150,57,数学
3626,14843,2,232,73,英语
3627,14843,2,104,98,物理
3628,14843,2,234,93,化学
3629,14843,2,189,83,生物
3630,14843,0,164,69,政治
3631,14843,2,91,54,历史
3632,14843,2,231,50,地理
3633,14843,0,203,58,音乐
3634,14843,0,182,95,美术
3635,14843,0,190,93,体育
3636,14844,3,215,62,语文
3637,14844,3,90,92,数学
3638,14844,2,217,57,英语
3639,14844,2,150,81,物理
3640,14844,2,124,84,化学
3641,14844,2,213,52,生物
3642,14844,0,219,57,政治
3643,14844,2,155,91,历史
3644,14844,2,106,95,地理
3645,14844,0,112,75,音乐
3646,14844,0,213,68,美术
3647,14844,0,129,87,体育
3648,14845,3,183,88,语文
3649,14845,3,205,92,数学
3650,14845,2,193,67,英语
3651,14845,2,238,66,物理
3652,14845,2,106,56,化学
3653,14845,2,127,73,生物
3654,14845,0,113,95,政治
3655,14845,2,75,86,历史
3656,14845,2,163,91,地理
3657,14845,0,171,57,音乐
3658,14845,0,96,60,美术
3659,14845,0,87,87,体育
3660,14846,3,61,66,语文
3661,14846,3,191,56,数学
3662,14846,2,188,84,英语
3663,14846,2,185,94,物理
3664,14846,2,212,96,化学
3665,14846,2,61,93,生物
3666,14846,0,214,66,政治
3667,14846,2,119,79,历史
3668,14846,2,227,59,地理
3669,14846,0,220,65,音乐
3670,14846,0,69,93,美术
3671,14846,0,87,77,体育
3672,14847,3,179,88,语文
3673,14847,3,142,93,数学
3674,14847,2,119,94,英语
3675,14847,2,141,67,物理
3676,14847,2,170,62,化学
3677,14847,2,206,52,生物
3678,14847,0,210,98,政治
3679,14847,2,113,54,历史
3680,14847,2,80,93,地理
3681,14847,0,161,62,音乐
3682,14847,0,98,85,美术
3683,14847,0,145,65,体育
3684,14848,3,229,89,语文
3685,14848,3,113,99,数学
3686,14848,2,65,80,英语
3687,14848,2,229,55,物理
3688,14848,2,86,63,化学
3689,14848,2,168,99,生物
3690,14848,0,227,94,政治
3691,14848,2,154,61,历史
3692,14848,2,223,99,地理
3693,14848,0,67,54,音乐
3694,14848,0,209,90,美术
3695,14848,0,216,68,体育
3696,14849,3,150,90,语文
3697,14849,3,64,63,数学
3698,14849,2,77,88,英语
3699,14849,2,202,59,物理
3700,14849,2,134,59,化学
3701,14849,2,225,62,生物
3702,14849,0,143,56,政治
3703,14849,2,76,90,历史
3704,14849,2,145,87,地理
3705,14849,0,195,98,音乐
3706,14849,0,131,51,美术
3707,14849,0,179,57,体育
3708,14850,3,163,61,语文
3709,14850,3,223,94,数学
3710,14850,2,127,99,英语
3711,14850,2,136,97,物理
3712,14850,2,235,80,化学
3713,14850,2,133,68,生物
3714,14850,0,234,95,政治
3715,14850,2,199,59,历史
3716,14850,2,150,87,地理
3717,14850,0,113,95,音乐
3718,14850,0,155,50,美术
3719,14850,0,91,80,体育
3720,14851,3,182,93,语文
3721,14851,3,170,65,数学
3722,14851,2,99,51,英语
3723,14851,2,157,65,物理
3724,14851,2,143,53,化学
3725,14851,2,86,75,生物
3726,14851,0,92,64,政治
3727,14851,2,64,85,历史
3728,14851,2,78,62,地理
3729,14851,0,168,72,音乐
3730,14851,0,84,86,美术
3731,14851,0,116,74,体育
3732,14852,3,238,83,语文
3733,14852,3,123,86,数学
3734,14852,2,238,50,英语
3735,14852,2,111,98,物理
3736,14852,2,198,70,化学
3737,14852,2,180,71,生物
3738,14852,0,224,96,政治
3739,14852,2,103,60,历史
3740,14852,2,204,98,地理
3741,14852,0,100,66,音乐
3742,14852,0,194,89,美术
3743,14852,0,159,59,体育
3744,14853,3,115,77,语文
3745,14853,3,199,89,数学
3746,14853,2,110,94,英语
3747,14853,2,180,88,物理
3748,14853,2,204,57,化学
3749,14853,2,220,76,生物
3750,14853,0,179,94,政治
3751,14853,2,122,66,历史
3752,14853,2,157,98,地理
3753,14853,0,104,73,音乐
3754,14853,0,179,77,美术
3755,14853,0,108,78,体育
3756,14854,3,139,57,语文
3757,14854,3,185,87,数学
3758,14854,2,118,78,英语
3759,14854,2,191,59,物理
3760,14854,2,193,84,化学
3761,14854,2,212,59,生物
3762,14854,0,166,87,政治
3763,14854,2,168,92,历史
3764,14854,2,100,64,地理
3765,14854,0,145,94,音乐
3766,14854,0,66,76,美术
3767,14854,0,158,56,体育
3768,14855,3,72,83,语文
3769,14855,3,124,63,数学
3770,14855,2,228,87,英语
3771,14855,2,217,99,物理
3772,14855,2,155,80,化学
3773,14855,2,197,99,生物
3774,14855,0,196,68,政治
3775,14855,2,86,50,历史
3776,14855,2,198,83,地理
3777,14855,0,216,91,音乐
3778,14855,0,74,60,美术
3779,14855,0,60,88,体育
3780,14857,3,220,59,语文
3781,14857,3,196,93,数学
3782,14857,2,110,78,英语
3783,14857,2,238,81,物理
3784,14857,2,224,50,化学
3785,14857,2,189,54,生物
3786,14857,0,181,72,政治
3787,14857,2,234,53,历史
3788,14857,2,97,68,地理
3789,14857,0,211,93,音乐
3790,14857,0,198,85,美术
3791,14857,0,141,80,体育
3792,14858,3,127,56,语文
3793,14858,3,129,84,数学
3794,14858,2,142,98,英语
3795,14858,2,113,55,物理
3796,14858,2,66,93,化学
3797,14858,2,226,79,生物
3798,14858,0,196,95,政治
3799,14858,2,158,68,历史
3800,14858,2,212,75,地理
3801,14858,0,213,60,音乐
3802,14858,0,177,51,美术
3803,14858,0,80,55,体育
3804,14859,3,93,79,语文
3805,14859,3,109,85,数学
3806,14859,2,60,65,英语
3807,14859,2,175,71,物理
3808,14859,2,218,74,化学
3809,14859,2,207,93,生物
3810,14859,0,131,59,政治
3811,14859,2,213,83,历史
3812,14859,2,196,63,地理
3813,14859,0,229,56,音乐
3814,14859,0,206,71,美术
3815,14859,0,173,87,体育
3816,14860,3,232,95,语文
3817,14860,3,199,76,数学
3818,14860,2,162,66,英语
3819,14860,2,202,66,物理
3820,14860,2,208,74,化学
3821,14860,2,87,56,生物
3822,14860,0,84,78,政治
3823,14860,2,66,67,历史
3824,14860,2,212,96,地理
3825,14860,0,175,52,音乐
3826,14860,0,101,52,美术
3827,14860,0,95,85,体育
3828,14921,3,208,77,语文
3829,14921,3,193,65,数学
3830,14921,2,233,79,英语
3831,14921,2,191,93,物理
3832,14921,2,181,79,化学
3833,14921,2,156,80,生物
3834,14921,0,213,62,政治
3835,14921,2,194,79,历史
3836,14921,2,84,63,地理
3837,14921,0,215,84,音乐
3838,14921,0,83,94,美术
3839,14921,0,187,69,体育
3840,14861,3,158,54,语文
3841,14861,3,107,75,数学
3842,14861,2,171,70,英语
3843,14861,2,87,62,物理
3844,14861,2,230,75,化学
3845,14861,2,140,79,生物
3846,14861,0,103,97,政治
3847,14861,2,171,53,历史
3848,14861,2,220,58,地理
3849,14861,0,63,55,音乐
3850,14861,0,180,72,美术
3851,14861,0,182,66,体育
3852,14862,3,184,78,语文
3853,14862,3,207,79,数学
3854,14862,2,210,63,英语
3855,14862,2,104,76,物理
3856,14862,2,179,66,化学
3857,14862,2,201,82,生物
3858,14862,0,129,60,政治
3859,14862,2,155,82,历史
3860,14862,2,127,67,地理
3861,14862,0,102,60,音乐
3862,14862,0,101,57,美术
3863,14862,0,107,76,体育
3864,14882,3,72,92,语文
3865,14882,3,75,58,数学
3866,14882,2,77,80,英语
3867,14882,2,224,94,物理
3868,14882,2,221,75,化学
3869,14882,2,233,62,生物
3870,14882,0,197,78,政治
3871,14882,2,196,70,历史
3872,14882,2,87,91,地理
3873,14882,0,117,59,音乐
3874,14882,0,139,84,美术
3875,14882,0,130,65,体育
3876,14863,3,224,68,语文
3877,14863,3,91,84,数学
3878,14863,2,112,61,英语
3879,14863,2,69,84,物理
3880,14863,2,87,89,化学
3881,14863,2,84,68,生物
3882,14863,0,206,90,政治
3883,14863,2,128,85,历史
3884,14863,2,209,94,地理
3885,14863,0,226,65,音乐
3886,14863,0,182,66,美术
3887,14863,0,174,91,体育
3888,14864,3,173,91,语文
3889,14864,3,213,59,数学
3890,14864,2,124,66,英语
3891,14864,2,226,51,物理
3892,14864,2,118,83,化学
3893,14864,2,158,64,生物
3894,14864,0,190,63,政治
3895,14864,2,148,82,历史
3896,14864,2,217,52,地理
3897,14864,0,227,85,音乐
3898,14864,0,169,73,美术
3899,14864,0,72,72,体育
3900,14865,3,101,82,语文
3901,14865,3,206,66,数学
3902,14865,2,165,98,英语
3903,14865,2,184,85,物理
3904,14865,2,164,96,化学
3905,14865,2,151,96,生物
3906,14865,0,84,70,政治
3907,14865,2,99,97,历史
3908,14865,2,89,91,地理
3909,14865,0,89,59,音乐
3910,14865,0,86,67,美术
3911,14865,0,208,81,体育
3912,14866,3,200,98,语文
3913,14866,3,77,68,数学
3914,14866,2,150,52,英语
3915,14866,2,107,83,物理
3916,14866,2,221,84,化学
3917,14866,2,157,67,生物
3918,14866,0,95,95,政治
3919,14866,2,171,55,历史
3920,14866,2,66,59,地理
3921,14866,0,156,57,音乐
3922,14866,0,230,82,美术
3923,14866,0,114,95,体育
3924,14867,3,155,88,语文
3925,14867,3,201,70,数学
3926,14867,2,172,72,英语
3927,14867,2,162,97,物理
3928,14867,2,61,52,化学
3929,14867,2,160,82,生物
3930,14867,0,150,92,政治
3931,14867,2,133,72,历史
3932,14867,2,219,72,地理
3933,14867,0,121,86,音乐
3934,14867,0,112,91,美术
3935,14867,0,67,79,体育
3936,14868,3,233,51,语文
3937,14868,3,174,52,数学
3938,14868,2,124,58,英语
3939,14868,2,147,93,物理
3940,14868,2,65,86,化学
3941,14868,2,184,73,生物
3942,14868,0,168,99,政治
3943,14868,2,114,60,历史
3944,14868,2,226,89,地理
3945,14868,0,233,59,音乐
3946,14868,0,177,93,美术
3947,14868,0,77,63,体育
3948,14869,3,162,81,语文
3949,14869,3,183,77,数学
3950,14869,2,89,83,英语
3951,14869,2,148,79,物理
3952,14869,2,166,76,化学
3953,14869,2,60,72,生物
3954,14869,0,70,55,政治
3955,14869,2,219,65,历史
3956,14869,2,160,97,地理
3957,14869,0,132,75,音乐
3958,14869,0,160,63,美术
3959,14869,0,108,51,体育
3960,14870,3,98,92,语文
3961,14870,3,95,70,数学
3962,14870,2,154,54,英语
3963,14870,2,135,88,物理
3964,14870,2,105,79,化学
3965,14870,2,117,86,生物
3966,14870,0,205,90,政治
3967,14870,2,224,97,历史
3968,14870,2,104,91,地理
3969,14870,0,115,79,音乐
3970,14870,0,81,73,美术
3971,14870,0,234,80,体育
3972,14872,3,105,59,语文
3973,14872,3,204,81,数学
3974,14872,2,93,51,英语
3975,14872,2,232,93,物理
3976,14872,2,222,58,化学
3977,14872,2,182,85,生物
3978,14872,0,74,62,政治
3979,14872,2,63,64,历史
3980,14872,2,114,98,地理
3981,14872,0,106,58,音乐
3982,14872,0,85,98,美术
3983,14872,0,218,83,体育
3984,14873,3,167,89,语文
3985,14873,3,101,96,数学
3986,14873,2,122,56,英语
3987,14873,2,179,86,物理
3988,14873,2,207,63,化学
3989,14873,2,164,70,生物
3990,14873,0,232,74,政治
3991,14873,2,138,72,历史
3992,14873,2,205,82,地理
3993,14873,0,189,97,音乐
3994,14873,0,61,81,美术
3995,14873,0,134,69,体育
3996,14874,3,180,71,语文
3997,14874,3,99,63,数学
3998,14874,2,106,68,英语
3999,14874,2,184,52,物理
4000,14874,2,125,64,化学
4001,14874,2,209,53,生物
4002,14874,0,62,96,政治
4003,14874,2,208,86,历史
4004,14874,2,62,56,地理
4005,14874,0,116,66,音乐
4006,14874,0,66,95,美术
4007,14874,0,74,51,体育
4008,14875,3,117,64,语文
4009,14875,3,189,84,数学
4010,14875,2,130,55,英语
4011,14875,2,147,86,物理
4012,14875,2,111,80,化学
4013,14875,2,176,72,生物
4014,14875,0,116,80,政治
4015,14875,2,231,96,历史
4016,14875,2,68,87,地理
4017,14875,0,235,50,音乐
4018,14875,0,134,97,美术
4019,14875,0,150,72,体育
4020,14877,3,94,89,语文
4021,14877,3,123,62,数学
4022,14877,2,208,92,英语
4023,14877,2,177,96,物理
4024,14877,2,107,78,化学
4025,14877,2,140,90,生物
4026,14877,0,177,74,政治
4027,14877,2,234,95,历史
4028,14877,2,81,53,地理
4029,14877,0,211,74,音乐
4030,14877,0,183,95,美术
4031,14877,0,66,90,体育
