,student_id,ave_score,number,grade,composite_scores
682,14627,0.0,0,91.5,9.15
683,14628,7.0,1,70.5,12.15
684,14629,11.5,2,79.0,16.35
685,14630,0.0,0,71.0,7.1000000000000005
686,14631,7.0,1,67.0,11.8
687,14632,7.0,1,69.5,12.05
688,14633,0.0,0,59.0,5.9
689,14634,21.0,1,66.0,21.5
690,14635,0.0,0,75.5,7.550000000000001
691,14636,0.0,0,59.0,5.9
692,14637,12.0,1,92.5,17.849999999999998
693,14638,24.0,1,77.0,24.699999999999996
694,14639,0.0,0,62.0,6.2
695,14640,0.0,0,70.0,7.0
696,14641,24.0,2,71.0,24.299999999999997
697,14642,14.0,1,98.0,19.799999999999997
698,14643,12.0,1,88.5,17.449999999999996
699,14644,0.0,0,71.0,7.1000000000000005
700,14645,28.0,1,63.0,26.099999999999998
701,14646,15.333333333333334,3,56.5,16.983333333333334
702,14647,0.0,0,84.0,8.4
703,14648,0.0,0,68.0,6.800000000000001
704,14649,0.0,0,78.0,7.800000000000001
705,14650,0.0,0,64.5,6.45
706,14651,21.0,1,77.5,22.65
707,14652,0.0,0,60.0,6.0
708,14653,0.0,0,52.0,5.2
709,14654,0.0,0,77.0,7.7
710,14655,27.0,1,61.0,25.2
711,14656,0.0,0,71.0,7.1000000000000005
712,14657,0.0,0,89.5,8.950000000000001
713,14658,27.0,1,75.5,26.65
714,14659,15.0,1,65.0,17.2
715,14660,13.5,2,76.0,17.45
716,14661,0.0,0,80.0,8.0
717,14662,0.0,0,72.0,7.2
718,14663,0.0,0,79.5,7.95
719,14664,1.0,1,62.5,7.15
720,14665,36.0,1,65.5,31.95
721,14666,28.0,1,77.5,27.549999999999997
722,14667,0.0,0,77.5,7.75
723,14668,3.0,1,94.5,11.75
724,14669,27.0,1,72.5,26.349999999999998
725,14670,21.0,1,62.0,21.099999999999998
726,14671,12.0,1,82.0,16.799999999999997
727,14672,0.0,0,83.0,8.3
728,14673,0.0,0,96.0,9.600000000000001
729,14674,4.0,1,84.0,11.4
730,14675,6.0,1,77.0,12.1
731,14676,0.0,0,74.0,7.4
732,14677,28.0,1,86.5,28.449999999999996
733,14678,14.0,1,77.5,17.75
734,14679,14.0,1,83.5,18.349999999999998
735,14680,0.0,0,68.5,6.8500000000000005
736,14681,0.0,0,86.5,8.65
737,14682,12.0,1,77.0,16.299999999999997
738,14683,0.0,0,77.0,7.7
739,14684,2.5,2,75.5,9.700000000000001
740,14685,18.0,1,56.0,18.4
741,14686,24.0,1,57.5,22.749999999999996
742,14687,0.0,0,81.5,8.15
743,14688,0.0,0,74.0,7.4
744,14689,8.0,1,87.0,14.5
745,14690,0.0,0,57.0,5.7
746,14691,0.0,0,64.0,6.4
747,14692,16.0,1,88.0,20.2
748,14693,0.0,0,80.5,8.05
749,14694,6.0,1,83.5,12.75
750,14695,20.0,1,99.0,24.1
751,14696,0.0,0,60.5,6.050000000000001
752,14697,5.5,2,69.0,11.15
753,14698,0.0,0,63.0,6.300000000000001
754,14699,6.0,1,70.0,11.399999999999999
755,14700,0.0,0,75.5,7.550000000000001
756,14701,0.0,0,64.5,6.45
757,14702,0.0,0,59.0,5.9
758,14703,20.0,1,75.5,21.75
759,14704,0.0,0,78.0,7.800000000000001
760,14705,0.0,0,90.0,9.0
761,14706,6.0,2,73.0,11.9
762,14707,4.0,1,79.5,10.95
763,14708,27.0,1,77.0,26.799999999999997
764,14709,12.0,1,80.5,16.65
765,14710,18.0,1,88.5,21.65
766,14711,0.0,0,77.0,7.7
767,14712,21.0,1,81.5,23.049999999999997
768,14713,3.0,1,58.0,8.100000000000001
769,14714,36.0,1,80.0,33.4
770,14715,2.0,1,75.0,9.1
771,14716,8.0,1,86.0,14.399999999999999
772,14717,24.0,1,78.0,24.799999999999997
773,14718,0.0,0,91.0,9.1
774,14719,0.0,0,84.0,8.4
775,14720,0.0,0,78.0,7.800000000000001
776,14721,0.0,0,81.5,8.15
777,14722,0.0,0,80.5,8.05
778,14723,0.0,0,56.0,5.6000000000000005
779,14724,3.0,1,85.5,10.850000000000001
780,14725,7.0,2,61.0,11.4
781,14726,0.0,0,75.0,7.5
782,14727,0.0,0,80.0,8.0
783,14728,11.0,2,88.0,16.9
784,14729,0.0,0,81.5,8.15
785,14730,12.0,1,63.5,14.95
786,14731,12.0,1,61.0,14.7
787,14732,20.0,2,78.0,22.200000000000003
788,14733,0.0,0,80.5,8.05
789,14734,1.0,1,79.5,8.85
790,14735,9.0,1,74.5,13.95
791,14736,0.0,0,61.0,6.1000000000000005
792,14737,8.0,1,75.0,13.3
793,14738,9.666666666666666,3,88.5,16.216666666666665
794,14739,0.0,0,66.5,6.65
795,14740,20.0,1,84.0,22.6
796,14741,17.0,2,62.5,18.549999999999997
797,14742,6.0,1,75.5,11.95
798,14743,9.0,1,84.5,14.950000000000001
799,14744,12.0,1,85.0,17.099999999999998
800,14745,28.0,1,59.5,25.749999999999996
801,14746,0.0,0,52.0,5.2
802,14747,2.0,1,54.0,7.0
803,14748,0.0,0,70.0,7.0
804,14749,20.0,1,65.0,20.7
805,14750,0.0,0,83.0,8.3
806,14751,0.0,0,62.5,6.25
807,14752,16.0,1,74.5,18.849999999999998
808,14753,0.0,0,83.0,8.3
809,14754,0.0,0,78.0,7.800000000000001
810,14755,3.0,1,72.5,9.55
811,14756,0.0,0,68.0,6.800000000000001
812,14757,18.0,1,80.0,20.799999999999997
813,14758,0.0,0,62.5,6.25
814,14759,0.0,0,72.5,7.25
815,14760,0.0,0,82.0,8.200000000000001
816,14761,16.0,2,71.5,18.75
817,14762,14.0,2,93.0,19.5
818,14763,8.0,1,68.5,12.65
819,14764,16.0,1,58.0,17.2
820,14765,0.0,0,77.0,7.7
821,14766,4.0,1,85.0,11.5
822,14767,0.0,0,73.5,7.3500000000000005
823,14768,0.0,0,76.0,7.6000000000000005
824,14769,0.0,0,64.5,6.45
825,14770,0.0,0,53.0,5.300000000000001
826,14771,0.0,0,85.5,8.55
827,14772,24.0,1,63.5,23.349999999999998
828,14773,0.0,0,56.0,5.6000000000000005
829,14774,6.0,1,89.0,13.3
830,14775,9.0,2,76.5,14.350000000000001
831,14776,28.0,1,57.0,25.499999999999996
832,14777,0.0,0,67.0,6.7
833,14778,0.0,0,56.5,5.65
834,14779,14.0,1,85.0,18.5
835,14780,0.0,0,69.0,6.9
836,14781,16.0,1,72.5,18.65
837,14782,5.0,1,72.0,10.9
838,14783,0.0,0,89.0,8.9
839,14784,0.0,0,78.5,7.8500000000000005
840,14785,32.0,1,56.0,28.2
841,14786,0.0,0,89.0,8.9
842,14787,0.0,0,97.5,9.75
843,14788,0.0,0,86.0,8.6
844,14789,16.0,3,87.5,20.549999999999997
845,14790,2.0,1,90.5,10.65
846,14791,0.0,0,63.0,6.300000000000001
847,14792,0.0,0,72.5,7.25
848,14793,8.0,1,88.5,14.649999999999999
849,14794,0.0,0,76.0,7.6000000000000005
850,14795,0.0,0,67.5,6.75
851,14796,4.0,1,71.5,10.15
852,14797,0.0,0,76.0,7.6000000000000005
853,14798,0.0,0,72.0,7.2
854,14799,12.5,2,76.5,16.8
855,14800,19.666666666666668,3,95.0,23.866666666666667
856,14801,22.5,2,71.5,23.299999999999997
857,14802,0.0,0,86.0,8.6
858,14803,32.0,1,66.5,29.25
859,14804,0.0,0,63.5,6.3500000000000005
860,14805,4.0,1,74.5,10.45
861,14806,4.0,1,65.0,9.5
862,14807,0.0,0,88.5,8.85
863,14808,0.0,0,77.5,7.75
864,14809,0.0,0,72.0,7.2
865,14810,9.0,2,87.5,15.45
866,14811,14.0,1,73.0,17.299999999999997
867,14812,0.0,0,69.5,6.95
868,14813,0.0,0,72.0,7.2
869,14814,0.0,0,76.5,7.65
870,14815,0.0,0,71.0,7.1000000000000005
871,14816,4.0,2,63.5,9.55
872,14817,28.0,1,79.5,27.749999999999996
873,14818,0.0,0,76.5,7.65
874,14819,0.0,0,87.0,8.700000000000001
875,14820,4.0,1,61.0,9.100000000000001
876,14821,0.0,0,81.5,8.15
877,14822,12.0,1,52.5,13.849999999999998
878,14823,7.0,1,87.0,13.8
879,14824,0.0,0,78.5,7.8500000000000005
880,14825,0.0,0,66.5,6.65
881,14826,0.0,0,77.0,7.7
882,14827,8.0,1,86.0,14.399999999999999
883,14828,0.0,0,79.5,7.95
884,14829,12.0,1,73.5,15.95
885,14830,12.0,1,83.5,16.949999999999996
886,14831,0.0,0,78.5,7.8500000000000005
887,14832,4.0,1,55.5,8.55
888,14833,0.0,0,87.0,8.700000000000001
889,14834,1.0,1,69.0,7.800000000000001
890,14835,2.0,1,87.5,10.35
891,14836,22.333333333333332,3,64.5,22.68333333333333
892,14837,0.0,0,70.5,7.050000000000001
893,14838,4.0,1,68.5,9.850000000000001
894,14839,18.0,1,97.0,22.5
895,14840,7.0,2,95.0,14.8
896,14841,1.0,1,87.5,9.65
897,14842,0.0,0,96.5,9.65
898,14843,14.0,1,64.0,16.4
899,14844,0.0,0,92.0,9.200000000000001
900,14845,0.0,0,80.0,8.0
901,14846,9.0,1,64.0,12.9
902,14847,6.0,1,64.0,10.8
903,14848,8.0,1,73.5,13.15
904,14849,0.0,0,73.0,7.300000000000001
905,14850,0.0,0,60.0,6.0
906,14851,0.0,0,68.5,6.8500000000000005
907,14852,0.0,0,69.0,6.9
908,14853,0.0,0,77.5,7.75
909,14854,24.0,1,75.5,24.549999999999997
910,14855,5.0,1,72.5,10.95
911,14856,0.0,0,78.5,7.8500000000000005
912,14857,0.0,0,58.0,5.800000000000001
913,14858,0.0,0,64.0,6.4
914,14859,0.0,0,81.0,8.1
915,14860,0.0,0,85.5,8.55
916,14861,5.0,1,85.5,12.25
917,14862,0.0,0,88.5,8.85
918,14863,0.0,0,81.5,8.15
919,14864,0.0,0,61.0,6.1000000000000005
920,14865,32.0,1,52.5,27.849999999999998
921,14866,0.0,0,65.5,6.550000000000001
922,14867,12.0,1,59.0,14.499999999999998
923,14868,27.0,1,71.5,26.25
924,14869,0.0,0,70.5,7.050000000000001
925,14870,6.0,1,72.5,11.649999999999999
926,14871,0.0,0,73.5,7.3500000000000005
927,14872,15.0,1,82.5,18.95
928,14873,4.0,1,68.0,9.8
929,14874,3.0,1,61.5,8.45
930,14875,9.0,2,98.0,16.5
931,14876,2.0,1,75.5,9.15
932,14877,20.0,2,65.5,20.950000000000003
933,14878,0.0,0,69.5,6.95
934,14879,0.0,0,75.0,7.5
935,14880,0.0,0,88.5,8.85
936,14881,34.0,2,74.0,31.599999999999994
937,14882,0.0,0,69.0,6.9
938,14883,0.0,0,89.5,8.950000000000001
939,14884,0.0,0,77.5,7.75
940,14885,14.0,2,87.5,18.95
941,14886,0.0,0,96.0,9.600000000000001
942,14887,6.0,1,85.5,12.95
943,14888,0.0,0,70.5,7.050000000000001
944,14889,6.0,1,65.0,10.899999999999999
945,14890,0.0,0,89.5,8.950000000000001
946,14891,0.0,0,69.0,6.9
947,14892,12.0,1,58.5,14.45
948,14893,0.0,0,87.0,8.700000000000001
949,14894,0.0,0,64.0,6.4
950,14895,0.0,0,53.0,5.300000000000001
951,14896,10.0,1,84.0,15.600000000000001
952,14897,0.0,0,70.5,7.050000000000001
953,14898,6.0,1,77.5,12.149999999999999
954,14899,17.333333333333332,3,85.0,21.23333333333333
955,14900,0.0,0,77.5,7.75
956,14901,0.0,0,57.0,5.7
957,14902,2.0,1,59.5,7.55
958,14903,6.0,1,67.5,11.149999999999999
959,14904,16.0,1,54.5,16.849999999999998
960,14905,12.0,1,85.5,17.15
961,14906,12.0,1,75.0,16.099999999999998
962,14907,0.0,0,65.0,6.5
963,14908,0.0,0,70.5,7.050000000000001
964,14909,0.0,0,79.0,7.9
965,14910,1.0,1,84.5,9.350000000000001
966,14911,18.0,1,81.0,20.9
967,14912,4.5,2,89.5,12.5
968,14913,0.0,0,74.0,7.4
969,14914,12.0,1,80.5,16.65
970,14915,36.0,1,59.5,31.349999999999998
971,14916,0.0,0,71.5,7.15
972,14917,9.0,1,75.0,14.0
973,14918,0.0,0,78.0,7.800000000000001
974,14919,9.0,2,84.0,15.100000000000001
975,14920,0.0,0,70.5,7.050000000000001
976,14921,0.0,0,89.5,8.950000000000001
977,14922,0.0,0,78.0,7.800000000000001
978,14923,16.5,2,76.0,19.55
979,14924,2.0,1,73.0,8.9
980,14925,0.0,0,88.5,8.85
981,14926,0.0,0,91.0,9.1
982,14927,0.0,0,89.5,8.950000000000001
983,14928,25.333333333333332,3,91.0,27.43333333333333
984,14929,4.0,1,88.5,11.85
985,14930,0.0,0,71.5,7.15
986,14931,0.0,0,64.0,6.4
987,14932,4.0,1,77.0,10.7
988,14933,20.0,1,72.0,21.4
989,14934,0.0,0,81.0,8.1
990,14935,3.0,1,64.0,8.7
991,14936,16.0,1,77.5,19.15
992,14937,0.0,0,75.0,7.5
993,14938,0.0,0,60.5,6.050000000000001
994,14939,5.0,1,83.0,12.0
995,14940,0.0,0,88.5,8.85
996,14941,0.0,0,68.5,6.8500000000000005
997,14942,0.0,0,85.0,8.5
998,14943,2.0,1,76.0,9.200000000000001
999,14944,2.0,2,83.0,10.100000000000001
1000,14945,0.0,0,71.5,7.15
1001,14946,0.0,0,82.5,8.25
1002,14947,9.0,1,70.5,13.55
1003,14948,0.0,0,69.5,6.95
1004,14949,4.5,2,68.5,10.4
1005,14950,0.0,0,65.0,6.5
1006,14951,36.0,1,72.0,32.6
1007,14952,0.0,0,70.5,7.050000000000001
1008,14953,0.0,0,72.0,7.2
1009,14954,0.0,0,68.0,6.800000000000001
1010,14955,11.333333333333334,3,92.5,17.78333333333333
1011,14956,9.0,1,81.5,14.65
1012,14957,0.0,0,74.0,7.4
1013,14958,0.0,0,86.0,8.6
1014,14959,15.0,1,66.5,17.35
1015,14960,23.0,2,79.5,24.449999999999996
1016,14961,10.0,1,77.0,14.9
1017,14962,1.0,1,77.0,8.6
1018,14963,0.0,0,83.5,8.35
1019,14964,6.0,2,60.0,10.6
1020,14965,5.0,1,78.5,11.55
1021,14966,18.0,2,54.0,18.4
1022,14967,0.0,0,75.0,7.5
1023,14968,8.0,1,76.0,13.4
1024,14969,24.0,1,74.5,24.449999999999996
1025,14970,0.0,0,71.5,7.15
1026,14971,0.0,0,90.5,9.05
1027,14972,15.0,1,65.0,17.2
1028,14973,0.0,0,80.5,8.05
1029,14974,24.0,1,62.5,23.249999999999996
1030,14975,0.0,0,76.0,7.6000000000000005
1031,14976,1.0,1,69.0,7.800000000000001
1032,14977,22.5,2,88.0,24.95
1033,14978,0.0,0,72.5,7.25
1034,14979,18.0,2,73.0,20.3
1035,14980,6.0,1,70.0,11.399999999999999
1036,14981,0.0,0,70.0,7.0
1037,14982,0.0,0,75.0,7.5
1038,14983,0.0,0,57.5,5.75
1039,14984,0.0,0,52.0,5.2
1040,14985,3.0,2,82.0,10.700000000000001
1041,14986,10.0,1,88.5,16.05
1042,14987,0.0,0,81.0,8.1
1043,14988,5.0,1,74.5,11.15
1044,14989,15.0,2,52.0,16.1
1045,14990,8.0,1,83.0,14.100000000000001
1046,14991,0.0,0,70.0,7.0
1047,14992,0.0,0,68.5,6.8500000000000005
1048,14993,0.0,0,80.0,8.0
1049,14994,0.0,0,81.0,8.1
1050,14995,0.0,0,61.0,6.1000000000000005
1051,14996,6.0,1,93.0,13.7
1052,14997,0.0,0,61.5,6.15
1053,14998,3.0,2,66.0,9.1
1054,14999,16.0,1,68.5,18.25
1055,15000,0.0,0,86.5,8.65
1056,15001,0.0,0,91.5,9.15
1057,15002,36.0,1,55.5,30.95
1058,15003,0.0,0,72.5,7.25
1059,15004,5.333333333333333,3,64.0,10.733333333333334
1060,15005,4.0,1,60.5,9.05
1061,15006,2.0,1,57.5,7.35
1062,15007,0.0,0,84.0,8.4
1063,15008,0.0,0,72.5,7.25
1064,15009,0.0,0,69.0,6.9
1065,15457,8.0,2,56.5,11.65
1066,15458,6.0,1,86.0,13.0
1067,15459,0.0,0,69.0,6.9
1068,15460,12.0,1,71.0,15.7
1069,15461,0.0,0,59.5,5.95
1070,15462,13.0,2,79.5,17.45
1071,15463,17.5,2,65.5,19.200000000000003
1072,15464,16.0,1,69.5,18.349999999999998
1073,15465,2.0,1,88.0,10.4
1074,15466,12.0,1,85.5,17.15
1075,15467,6.0,1,85.0,12.899999999999999
1076,15468,0.0,0,76.0,7.6000000000000005
1077,15469,0.0,0,80.0,8.0
1078,15470,0.0,0,80.5,8.05
1079,15471,7.0,1,74.0,12.5
1080,15472,16.0,2,68.5,18.45
1081,15473,20.0,1,81.5,22.35
1082,15474,0.0,0,62.0,6.2
1083,15475,0.0,0,71.0,7.1000000000000005
1084,15476,15.333333333333334,3,67.0,18.03333333333333
1085,15477,0.0,0,61.5,6.15
1086,15478,0.0,0,89.5,8.950000000000001
1087,15479,0.0,0,73.0,7.300000000000001
1088,15480,0.0,0,75.5,7.550000000000001
1089,15481,3.0,1,61.5,8.45
1090,15482,0.0,0,73.0,7.300000000000001
1091,15483,0.0,0,79.5,7.95
1092,15484,0.0,0,93.5,9.35
1093,15485,0.0,0,96.5,9.65
1094,15486,0.0,0,58.5,5.8500000000000005
1095,15487,6.0,1,60.5,10.45
1096,15488,5.5,2,83.0,12.55
1097,15489,0.0,0,76.5,7.65
1098,15490,0.0,0,59.0,5.9
1099,15491,0.0,0,82.5,8.25
1100,15492,0.0,0,67.0,6.7
1101,15493,8.0,1,84.5,14.25
1102,15494,0.0,0,84.0,8.4
1103,15495,14.0,1,62.0,16.2
1104,15496,24.0,1,69.0,23.9
1105,15497,0.0,0,53.5,5.3500000000000005
1106,15498,16.0,1,70.0,18.4
1107,15499,0.0,0,66.0,6.6000000000000005
1108,15500,0.0,0,61.5,6.15
1109,15501,11.0,2,76.0,15.7
1110,15502,0.0,0,75.0,7.5
1111,15503,0.0,0,78.5,7.8500000000000005
1112,15504,3.0,1,72.5,9.55
1113,15505,0.0,0,71.5,7.15
1114,15506,10.0,1,62.5,13.45
1115,15507,3.0,1,50.5,7.3500000000000005
1116,15508,0.0,0,71.0,7.1000000000000005
1117,15509,0.0,0,52.0,5.2
1118,15510,10.0,1,83.5,15.55
1119,15511,9.0,1,95.5,16.05
1120,15512,0.0,0,69.0,6.9
1121,15513,3.0,1,81.5,10.45
1122,15514,3.0,1,80.5,10.350000000000001
1123,15515,6.0,1,85.0,12.899999999999999
1124,15516,16.5,2,71.5,19.1
1125,15517,0.0,0,90.5,9.05
1126,15518,0.0,0,69.0,6.9
1127,15519,4.0,1,64.5,9.45
1128,15520,24.0,1,74.0,24.4
1129,15521,24.0,1,86.0,25.599999999999994
1130,15522,18.0,1,75.5,20.35
1131,15523,0.0,0,70.5,7.050000000000001
1132,15524,4.0,1,75.5,10.55
1133,15525,36.0,1,78.0,33.2
1134,15526,0.0,0,85.5,8.55
1135,15527,24.0,1,80.0,24.999999999999996
1136,15528,6.0,2,67.0,11.3
1137,15529,28.0,1,71.0,26.9
1138,15530,11.0,2,69.0,15.0
1139,15531,0.0,0,69.5,6.95
1140,15532,12.0,2,72.5,16.049999999999997
1141,15533,0.0,0,66.5,6.65
1142,15534,10.0,1,63.0,13.5
1143,15535,0.0,0,61.5,6.15
1144,15536,4.0,1,71.5,10.15
1145,15537,4.0,1,94.0,12.4
1146,15538,27.0,1,67.0,25.799999999999997
1147,15539,8.0,1,65.0,12.3
1148,15540,22.5,2,84.5,24.6
1149,15541,8.0,2,64.0,12.4
1150,15542,0.0,0,62.0,6.2
1151,15543,0.0,0,81.0,8.1
1152,15544,0.0,0,83.0,8.3
1153,15545,14.0,2,77.5,17.95
1154,15546,5.0,1,60.5,9.75
1155,15547,6.0,1,74.5,11.85
1156,15548,0.0,0,84.5,8.450000000000001
1157,15549,0.0,0,68.5,6.8500000000000005
1158,15550,20.0,1,84.0,22.6
1159,15551,0.0,0,69.0,6.9
1160,15552,12.0,1,80.5,16.65
1161,15553,0.0,0,75.0,7.5
1162,15554,0.0,0,78.0,7.800000000000001
1163,15555,2.0,1,68.0,8.4
1164,15556,6.0,1,69.0,11.3
1165,15557,15.0,3,65.5,17.65
1166,15558,0.0,0,78.0,7.800000000000001
1167,15559,0.0,0,70.0,7.0
1168,15560,6.0,1,57.5,10.149999999999999
1169,15561,0.0,0,68.5,6.8500000000000005
1170,15562,0.0,0,87.5,8.75
1171,15563,15.0,1,75.5,18.25
1172,15564,0.0,0,95.0,9.5
1173,15565,0.0,0,82.5,8.25
1174,15566,0.0,0,72.0,7.2
1175,15567,0.0,0,80.0,8.0
1176,15568,0.0,0,83.5,8.35
1177,15569,0.0,0,72.5,7.25
1178,15570,27.0,1,62.0,25.299999999999997
1179,15571,0.0,0,67.0,6.7
1180,15572,0.0,0,79.0,7.9
1181,15573,8.0,1,59.5,11.75
1182,15574,0.0,0,63.5,6.3500000000000005
1183,15575,8.0,1,87.0,14.5
1184,15576,0.0,0,67.0,6.7
1185,15577,0.0,0,73.0,7.300000000000001
1186,15578,16.0,1,67.5,18.15
1187,15579,0.0,0,69.5,6.95
1188,15580,6.0,1,53.0,9.7
1189,15581,2.0,1,59.5,7.55
1190,15582,0.0,0,70.0,7.0
1191,15583,9.5,2,64.0,13.45
1192,15584,6.0,1,80.5,12.45
1193,15585,0.0,0,65.5,6.550000000000001
1194,15586,2.0,1,80.5,9.65
1195,15587,6.0,1,81.5,12.55
1196,15588,6.5,2,79.5,12.9
1197,15589,8.0,1,60.5,11.850000000000001
1198,15590,10.333333333333334,3,63.5,14.183333333333334
1199,15591,0.0,0,65.0,6.5
1200,15592,32.0,1,87.0,31.299999999999997
1201,15593,12.0,1,66.5,15.249999999999998
1202,15594,3.0,1,93.0,11.600000000000001
1203,15595,2.0,1,76.5,9.25
1204,15596,14.0,1,72.0,17.2
1205,15597,1.0,1,75.5,8.450000000000001
1206,15598,0.0,0,56.0,5.6000000000000005
1207,15599,14.0,1,79.5,17.95
1208,15600,0.0,0,74.5,7.45
1209,15601,0.0,0,90.5,9.05
1210,15602,0.0,0,70.5,7.050000000000001
1211,15603,1.0,1,83.0,9.200000000000001
1212,15604,0.0,0,75.5,7.550000000000001
1213,15605,6.0,1,71.5,11.55
1214,15606,24.0,1,74.0,24.4
1215,15607,0.0,0,81.0,8.1
1216,15608,8.0,1,85.0,14.3
1217,15609,0.0,0,59.5,5.95
1218,15610,0.0,0,94.5,9.450000000000001
1219,15611,9.0,1,69.5,13.45
1220,15612,2.0,1,82.0,9.8
1221,15613,0.0,0,85.5,8.55
1222,15614,5.0,1,58.5,9.55
1223,15615,0.0,0,71.5,7.15
1224,15616,0.0,0,76.0,7.6000000000000005
1225,15617,0.0,0,80.0,8.0
1226,15618,19.5,2,69.0,20.95
1227,15619,15.0,2,77.5,18.65
1228,15620,6.0,1,80.5,12.45
1229,15621,27.0,1,78.0,26.9
1230,15622,10.0,1,68.0,14.0
1231,15623,0.0,0,84.0,8.4
1232,15624,6.0,1,78.0,12.2
1233,15625,21.0,1,74.0,22.299999999999997
1234,15626,8.0,1,68.5,12.65
1235,15627,10.0,2,79.5,15.350000000000001
1236,15628,24.0,1,75.0,24.499999999999996
1237,15629,36.0,1,67.0,32.1
1238,15630,0.0,0,75.5,7.550000000000001
1239,15631,20.0,1,83.5,22.549999999999997
1240,15632,24.0,1,81.5,25.15
1241,15633,12.0,1,85.0,17.099999999999998
1242,15634,0.0,0,77.0,7.7
1243,15635,0.0,0,76.0,7.6000000000000005
1244,15636,0.0,0,59.0,5.9
1245,15637,4.0,1,71.0,10.100000000000001
1246,15638,0.0,0,72.0,7.2
1247,15639,0.0,0,85.5,8.55
1248,15640,13.0,2,63.5,15.850000000000001
1249,15641,22.0,2,63.0,22.1
1250,15642,4.0,1,85.0,11.5
1251,15643,0.0,0,92.5,9.25
1252,15644,0.0,0,79.0,7.9
1253,15645,6.0,1,64.0,10.8
1254,15646,0.0,0,71.0,7.1000000000000005
1255,15647,6.5,2,78.0,12.75
1256,15648,0.0,0,81.0,8.1
1257,15649,4.0,1,88.5,11.85
1258,15650,0.0,0,58.0,5.800000000000001
1259,15651,0.0,0,77.0,7.7
1260,15652,3.0,1,92.0,11.5
1261,15653,0.0,0,89.0,8.9
1262,15654,0.0,0,76.5,7.65
1263,15655,0.0,0,72.5,7.25
1264,15656,18.0,1,74.0,20.2
1265,15657,32.0,1,80.5,30.65
1266,15658,10.0,1,82.0,15.400000000000002
1267,15659,6.0,1,71.5,11.55
1268,15660,27.0,1,75.0,26.599999999999998
1269,15661,0.0,0,72.5,7.25
1270,15662,21.0,1,65.0,21.4
1271,15663,0.0,0,73.0,7.300000000000001
1272,15664,0.0,0,69.0,6.9
1273,15665,20.0,1,69.0,21.1
1274,15666,8.0,1,73.0,13.100000000000001
1275,15667,24.0,1,76.0,24.599999999999998
1276,15668,0.0,0,65.0,6.5
1277,15669,0.0,0,74.5,7.45
1278,15670,0.0,0,78.5,7.8500000000000005
1279,15671,0.0,0,80.0,8.0
1280,15672,0.0,0,58.0,5.800000000000001
1281,15673,9.0,1,83.0,14.8
1282,15674,6.0,1,82.0,12.600000000000001
1283,15675,0.0,0,52.0,5.2
1284,15676,24.0,1,78.5,24.849999999999998
1285,15677,0.0,0,59.0,5.9
1286,15678,8.0,2,72.0,13.2
1287,15679,6.0,1,81.0,12.5
1288,15680,18.0,1,75.0,20.299999999999997
1289,15681,0.0,0,87.5,8.75
1290,15682,12.0,1,89.0,17.5
1291,15683,3.0,1,82.0,10.5
1292,15684,10.5,2,81.0,15.85
1293,15685,0.0,0,86.0,8.6
1294,15686,0.0,0,55.5,5.550000000000001
1295,15687,0.0,0,84.0,8.4
1296,15688,22.5,2,76.5,23.799999999999997
1297,15689,17.333333333333332,3,63.0,19.03333333333333
1298,15690,9.0,2,91.5,15.850000000000001
1299,15691,0.0,0,65.5,6.550000000000001
1300,15692,0.0,0,64.5,6.45
1301,15693,0.0,0,74.0,7.4
1302,15694,18.0,1,61.5,18.95
1303,15695,8.0,1,93.0,15.100000000000001
1304,15696,6.0,1,84.0,12.8
1305,15697,9.0,2,72.0,13.9
1306,15698,4.0,1,74.5,10.45
1307,15699,0.0,0,59.5,5.95
1308,15700,0.0,0,78.0,7.800000000000001
1309,15701,0.0,0,72.0,7.2
1310,15702,16.0,1,81.0,19.5
1311,15703,5.0,1,72.5,10.95
1312,15704,0.0,0,72.5,7.25
1313,15705,0.0,0,59.5,5.95
1314,15706,5.5,2,66.5,10.9
1315,15707,9.0,1,66.5,13.15
1316,15708,0.0,0,56.5,5.65
1317,15709,0.0,0,74.5,7.45
1318,15710,0.0,0,74.5,7.45
1319,15711,0.0,0,72.0,7.2
1320,15712,20.0,2,52.0,19.6
1321,15713,0.0,0,72.5,7.25
1322,15714,0.0,0,73.0,7.300000000000001
1323,15715,5.0,1,81.5,11.850000000000001
1324,15716,10.0,3,88.5,16.45
1325,15717,0.0,0,72.5,7.25
1326,15718,0.0,0,84.0,8.4
1327,15719,0.0,0,65.0,6.5
1328,15720,0.0,0,73.5,7.3500000000000005
1329,15721,12.0,1,93.5,17.949999999999996
1330,15722,0.0,0,62.5,6.25
1331,15723,24.0,1,92.0,26.199999999999996
1332,15724,0.0,0,81.0,8.1
1333,15725,0.0,0,62.5,6.25
1334,15726,12.0,1,78.0,16.4
1335,15727,12.0,1,68.0,15.399999999999999
1336,15728,16.333333333333332,3,76.5,19.68333333333333
1337,15729,6.0,1,75.0,11.899999999999999
1338,15730,5.0,1,82.0,11.900000000000002
1339,15731,22.5,2,77.5,23.9
1340,15732,0.0,0,58.0,5.800000000000001
1341,15733,0.0,0,92.5,9.25
1342,15734,0.0,0,86.5,8.65
1343,15735,0.0,0,80.0,8.0
1344,15737,6.0,1,74.0,11.8
1345,15738,6.0,1,69.0,11.3
1346,15739,6.5,2,65.0,11.45
1347,15740,13.0,4,77.0,17.6
